GeoFips,GeoName,LineCode,Description,2016,2017,2018,2019,2020
9999,Connecticut (Nonmetropolitan Portion) *,200,"      Mining, quarrying, and oil and gas extraction",256,226,189,180,(D)
9999,Connecticut (Nonmetropolitan Portion) *,300,      Utilities,(D),(D),(D),(D),(D)
9999,Connecticut (Nonmetropolitan Portion) *,400,      Construction,(D),8156,(D),(D),7935
9999,Connecticut (Nonmetropolitan Portion) *,500,      Manufacturing,(D),(D),(D),(D),9229
9999,Connecticut (Nonmetropolitan Portion) *,600,      Wholesale trade,(D),(D),(D),(D),(D)
9999,Connecticut (Nonmetropolitan Portion) *,700,      Retail trade,11361,11310,11068,10608,10117
9999,Connecticut (Nonmetropolitan Portion) *,800,      Transportation and warehousing,2094,2147,2310,2337,2193
9999,Connecticut (Nonmetropolitan Portion) *,900,      Information,938,918,931,897,790
9999,Connecticut (Nonmetropolitan Portion) *,1000,      Finance and insurance,4079,3874,3955,3926,3865
9999,Connecticut (Nonmetropolitan Portion) *,1100,      Real estate and rental and leasing,5488,(D),5688,5377,5270
9999,Connecticut (Nonmetropolitan Portion) *,1200,"      Professional, scientific, and technical services",5385,5365,5433,5221,5144
9999,Connecticut (Nonmetropolitan Portion) *,1300,      Management of companies and enterprises,1039,1050,1096,751,768
9999,Connecticut (Nonmetropolitan Portion) *,1400,      Administrative and support and waste management and remediation services,4868,4701,4834,4776,4559
9999,Connecticut (Nonmetropolitan Portion) *,1500,      Educational services,3395,3355,3343,3882,3450
9999,Connecticut (Nonmetropolitan Portion) *,1600,      Health care and social assistance,11273,11592,11735,11875,11969
9999,Connecticut (Nonmetropolitan Portion) *,1700,"      Arts, entertainment, and recreation",3361,3268,3372,3193,2499
9999,Connecticut (Nonmetropolitan Portion) *,1800,      Accommodation and food services,5968,6117,6146,6125,4970
9999,Connecticut (Nonmetropolitan Portion) *,1900,      Other services (except government and government enterprises),5947,5722,5939,5875,5327
9999,Connecticut (Nonmetropolitan Portion) *,2000,    Government and government enterprises,8638,8433,8135,8208,7863
9999,Connecticut (Nonmetropolitan Portion) *,2001,      Federal civilian,438,446,444,457,491
9999,Connecticut (Nonmetropolitan Portion) *,2002,      Military,358,356,353,360,356
9999,Connecticut (Nonmetropolitan Portion) *,2010,      State and local,7842,7631,7338,7391,7016
9999,Connecticut (Nonmetropolitan Portion) *,2011,        State government,(D),(D),(D),(D),(D)
9999,Connecticut (Nonmetropolitan Portion) *,2012,        Local government,(D),(D),(D),(D),(D)
10998,Delaware (Metropolitan Portion),,Employment by place of work,,,,,
10998,Delaware (Metropolitan Portion),10,Total employment (number of jobs),578668,584854,597018,602908,570469
10998,Delaware (Metropolitan Portion),,By type,,,,,
10998,Delaware (Metropolitan Portion),20,  Wage and salary employment,464142,467044,472375,478551,452189
10998,Delaware (Metropolitan Portion),40,  Proprietors employment,114526,117810,124643,124357,118280
10998,Delaware (Metropolitan Portion),50,    Farm proprietors employment,1921,1886,1885,1886,1883
10998,Delaware (Metropolitan Portion),60,    Nonfarm proprietors employment 2/,112605,115924,122758,122471,116397
10998,Delaware (Metropolitan Portion),,By industry,,,,,
10998,Delaware (Metropolitan Portion),70,  Farm employment,4021,3721,3436,3309,3081
10998,Delaware (Metropolitan Portion),80,  Nonfarm employment,574647,581133,593582,599599,567388
10998,Delaware (Metropolitan Portion),90,    Private nonfarm employment,500831,507276,519440,524327,493184
10998,Delaware (Metropolitan Portion),100,"      Forestry, fishing, and related activities",(D),(D),(D),(D),1116
10998,Delaware (Metropolitan Portion),200,"      Mining, quarrying, and oil and gas extraction",(D),(D),(D),(D),233
10998,Delaware (Metropolitan Portion),300,      Utilities,2309,2283,2219,2208,2163
10998,Delaware (Metropolitan Portion),400,      Construction,30645,31476,32414,32912,32314
10998,Delaware (Metropolitan Portion),500,      Manufacturing,27294,27492,28636,28791,26943
10998,Delaware (Metropolitan Portion),600,      Wholesale trade,13234,12278,12275,12466,12253
10998,Delaware (Metropolitan Portion),700,      Retail trade,62718,63053,62738,60836,56685
10998,Delaware (Metropolitan Portion),800,      Transportation and warehousing,19444,19912,21168,25431,23746
10998,Delaware (Metropolitan Portion),900,      Information,6186,6295,5728,5463,5115
10998,Delaware (Metropolitan Portion),1000,      Finance and insurance,59172,60132,62582,61940,61343
10998,Delaware (Metropolitan Portion),1100,      Real estate and rental and leasing,28318,29224,29669,28596,28203
10998,Delaware (Metropolitan Portion),1200,"      Professional, scientific, and technical services",36641,37509,38957,38066,37266
10998,Delaware (Metropolitan Portion),1300,      Management of companies and enterprises,10996,10144,10196,10600,10752
10998,Delaware (Metropolitan Portion),1400,      Administrative and support and waste management and remediation services,33442,34737,36084,36841,35184
10998,Delaware (Metropolitan Portion),1500,      Educational services,9760,9997,9757,9847,9287
10998,Delaware (Metropolitan Portion),1600,      Health care and social assistance,74494,75610,77420,79048,76471
10998,Delaware (Metropolitan Portion),1700,"      Arts, entertainment, and recreation",15167,15640,14854,15411,12130
10998,Delaware (Metropolitan Portion),1800,      Accommodation and food services,42212,43107,45511,46362,36457
10998,Delaware (Metropolitan Portion),1900,      Other services (except government and government enterprises),26977,26897,27744,28074,25523
10998,Delaware (Metropolitan Portion),2000,    Government and government enterprises,73816,73857,74142,75272,74204
10998,Delaware (Metropolitan Portion),2001,      Federal civilian,5667,5752,5692,5750,6047
10998,Delaware (Metropolitan Portion),2002,      Military,8601,8698,8633,8829,8795
10998,Delaware (Metropolitan Portion),2010,      State and local,59548,59407,59817,60693,59362
10998,Delaware (Metropolitan Portion),2011,        State government,32637,32286,32510,32877,32165
10998,Delaware (Metropolitan Portion),2012,        Local government,26911,27121,27307,27816,27197
10999,Delaware (Nonmetropolitan Portion) *,,Employment by place of work,,,,,
10999,Delaware (Nonmetropolitan Portion) *,10,Total employment (number of jobs),0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,,By type,,,,,
10999,Delaware (Nonmetropolitan Portion) *,20,  Wage and salary employment,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,40,  Proprietors employment,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,50,    Farm proprietors employment,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,60,    Nonfarm proprietors employment 2/,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,,By industry,,,,,
10999,Delaware (Nonmetropolitan Portion) *,70,  Farm employment,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,80,  Nonfarm employment,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,90,    Private nonfarm employment,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,100,"      Forestry, fishing, and related activities",0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,200,"      Mining, quarrying, and oil and gas extraction",0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,300,      Utilities,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,400,      Construction,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,500,      Manufacturing,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,600,      Wholesale trade,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,700,      Retail trade,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,800,      Transportation and warehousing,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,900,      Information,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1000,      Finance and insurance,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1100,      Real estate and rental and leasing,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1200,"      Professional, scientific, and technical services",0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1300,      Management of companies and enterprises,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1400,      Administrative and support and waste management and remediation services,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1500,      Educational services,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1600,      Health care and social assistance,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1700,"      Arts, entertainment, and recreation",0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1800,      Accommodation and food services,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,1900,      Other services (except government and government enterprises),0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,2000,    Government and government enterprises,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,2001,      Federal civilian,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,2002,      Military,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,2010,      State and local,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,2011,        State government,0,0,0,0,0
10999,Delaware (Nonmetropolitan Portion) *,2012,        Local government,0,0,0,0,0
11998,District of Columbia (Metropolitan Portion),,Employment by place of work,,,,,
11998,District of Columbia (Metropolitan Portion),10,Total employment (number of jobs),892766,903304,914601,915470,860807
11998,District of Columbia (Metropolitan Portion),,By type,,,,,
11998,District of Columbia (Metropolitan Portion),20,  Wage and salary employment,789592,794832,802191,806123,754454
11998,District of Columbia (Metropolitan Portion),40,  Proprietors employment,103174,108472,112410,109347,106353
11998,District of Columbia (Metropolitan Portion),50,    Farm proprietors employment,0,0,0,0,0
11998,District of Columbia (Metropolitan Portion),60,    Nonfarm proprietors employment 2/,103174,108472,112410,109347,106353
11998,District of Columbia (Metropolitan Portion),,By industry,,,,,
11998,District of Columbia (Metropolitan Portion),70,  Farm employment,0,0,0,0,0
11998,District of Columbia (Metropolitan Portion),80,  Nonfarm employment,892766,903304,914601,915470,860807
11998,District of Columbia (Metropolitan Portion),90,    Private nonfarm employment,640667,651728,665479,666963,610320
11998,District of Columbia (Metropolitan Portion),100,"      Forestry, fishing, and related activities",81,84,86,103,81
11998,District of Columbia (Metropolitan Portion),200,"      Mining, quarrying, and oil and gas extraction",553,368,279,215,224
11998,District of Columbia (Metropolitan Portion),300,      Utilities,2200,2163,2204,2183,(D)
11998,District of Columbia (Metropolitan Portion),400,      Construction,18361,(D),18702,17845,17989
11998,District of Columbia (Metropolitan Portion),500,      Manufacturing,2058,(D),2154,2175,(D)
11998,District of Columbia (Metropolitan Portion),600,      Wholesale trade,5600,5501,5497,5701,5518
11998,District of Columbia (Metropolitan Portion),700,      Retail trade,26130,26795,26774,26746,23424
11998,District of Columbia (Metropolitan Portion),800,      Transportation and warehousing,13522,14216,14480,13948,13110
11998,District of Columbia (Metropolitan Portion),900,      Information,19529,20406,21637,22170,21949
11998,District of Columbia (Metropolitan Portion),1000,      Finance and insurance,26030,25818,27718,27454,26585
11998,District of Columbia (Metropolitan Portion),1100,      Real estate and rental and leasing,29577,30377,31049,30421,29872
11998,District of Columbia (Metropolitan Portion),1200,"      Professional, scientific, and technical services",138340,142035,144573,146399,146934
11998,District of Columbia (Metropolitan Portion),1300,      Management of companies and enterprises,3254,3370,3364,3411,3543
11998,District of Columbia (Metropolitan Portion),1400,      Administrative and support and waste management and remediation services,53174,52509,51974,52635,47747
11998,District of Columbia (Metropolitan Portion),1500,      Educational services,61999,61063,60395,59389,56263
11998,District of Columbia (Metropolitan Portion),1600,      Health care and social assistance,73790,74665,76062,76184,73697
11998,District of Columbia (Metropolitan Portion),1700,"      Arts, entertainment, and recreation",15933,17602,18524,18410,13518
11998,District of Columbia (Metropolitan Portion),1800,      Accommodation and food services,69824,71897,74293,75655,44592
11998,District of Columbia (Metropolitan Portion),1900,      Other services (except government and government enterprises),80712,82461,85714,85919,81348
11998,District of Columbia (Metropolitan Portion),2000,    Government and government enterprises,252099,251576,249122,248507,250487
11998,District of Columbia (Metropolitan Portion),2001,      Federal civilian,196326,195298,192573,191460,193423
11998,District of Columbia (Metropolitan Portion),2002,      Military,15408,15166,14316,14385,14201
11998,District of Columbia (Metropolitan Portion),2010,      State and local,40365,41112,42233,42662,42863
11998,District of Columbia (Metropolitan Portion),2011,        State government,0,0,0,0,0
11998,District of Columbia (Metropolitan Portion),2012,        Local government,40365,41112,42233,42662,42863
11999,District of Columbia (Nonmetropolitan Portion) *,,Employment by place of work,,,,,
11999,District of Columbia (Nonmetropolitan Portion) *,10,Total employment (number of jobs),0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,,By type,,,,,
11999,District of Columbia (Nonmetropolitan Portion) *,20,  Wage and salary employment,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,40,  Proprietors employment,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,50,    Farm proprietors employment,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,60,    Nonfarm proprietors employment 2/,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,,By industry,,,,,
11999,District of Columbia (Nonmetropolitan Portion) *,70,  Farm employment,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,80,  Nonfarm employment,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,90,    Private nonfarm employment,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,100,"      Forestry, fishing, and related activities",0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,200,"      Mining, quarrying, and oil and gas extraction",0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,300,      Utilities,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,400,      Construction,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,500,      Manufacturing,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,600,      Wholesale trade,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,700,      Retail trade,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,800,      Transportation and warehousing,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,900,      Information,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1000,      Finance and insurance,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1100,      Real estate and rental and leasing,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1200,"      Professional, scientific, and technical services",0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1300,      Management of companies and enterprises,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1400,      Administrative and support and waste management and remediation services,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1500,      Educational services,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1600,      Health care and social assistance,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1700,"      Arts, entertainment, and recreation",0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1800,      Accommodation and food services,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,1900,      Other services (except government and government enterprises),0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,2000,    Government and government enterprises,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,2001,      Federal civilian,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,2002,      Military,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,2010,      State and local,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,2011,        State government,0,0,0,0,0
11999,District of Columbia (Nonmetropolitan Portion) *,2012,        Local government,0,0,0,0,0
12998,Florida (Metropolitan Portion),,Employment by place of work,,,,,
12998,Florida (Metropolitan Portion),10,Total employment (number of jobs),11392671,11804061,12258336,12460808,11858577
12998,Florida (Metropolitan Portion),,By type,,,,,
12998,Florida (Metropolitan Portion),20,  Wage and salary employment,8526673,8718799,8937619,9134932,8687211
12998,Florida (Metropolitan Portion),40,  Proprietors employment,2865998,3085262,3320717,3325876,3171366
12998,Florida (Metropolitan Portion),50,    Farm proprietors employment,29548,29420,29372,29308,29354
12998,Florida (Metropolitan Portion),60,    Nonfarm proprietors employment 2/,2836450,3055842,3291345,3296568,3142012
12998,Florida (Metropolitan Portion),,By industry,,,,,
12998,Florida (Metropolitan Portion),70,  Farm employment,63869,64624,63358,63857,65939
12998,Florida (Metropolitan Portion),80,  Nonfarm employment,11328802,11739437,12194978,12396951,11792638
12998,Florida (Metropolitan Portion),90,    Private nonfarm employment,10194567,10590203,11045367,11234017,10644937
12998,Florida (Metropolitan Portion),100,"      Forestry, fishing, and related activities",46257,46665,47679,47397,46110
12998,Florida (Metropolitan Portion),200,"      Mining, quarrying, and oil and gas extraction",25821,22090,16708,14989,13835
12998,Florida (Metropolitan Portion),300,      Utilities,25466,23930,24231,23818,24112
12998,Florida (Metropolitan Portion),400,      Construction,651835,696189,754848,784128,"769,097 E"
12998,Florida (Metropolitan Portion),500,      Manufacturing,384701,394850,404624,415038,405722
12998,Florida (Metropolitan Portion),600,      Wholesale trade,"378,356 E","384,062 E","390,372 E","395,437 E","381,316 E"
12998,Florida (Metropolitan Portion),700,      Retail trade,1253231,1282498,1303509,1281510,1215372
12998,Florida (Metropolitan Portion),800,      Transportation and warehousing,"428,623 E","472,797 E","521,183 E","596,357 E","584,287 E"
12998,Florida (Metropolitan Portion),900,      Information,"173,879 E",178867,181165,"178,037 E","168,308 E"
12998,Florida (Metropolitan Portion),1000,      Finance and insurance,672576,700947,754242,743288,753301
12998,Florida (Metropolitan Portion),1100,      Real estate and rental and leasing,705395,"760,083 E",793522,767992,755021
12998,Florida (Metropolitan Portion),1200,"      Professional, scientific, and technical services",797416,845330,892261,"915,426 E",915752
12998,Florida (Metropolitan Portion),1300,      Management of companies and enterprises,"135,986 E",132050,147387,152187,147560
12998,Florida (Metropolitan Portion),1400,      Administrative and support and waste management and remediation services,"924,699 E","960,538 E",991902,1002798,"947,109 E"
12998,Florida (Metropolitan Portion),1500,      Educational services,"221,329 E","231,029 E","236,552 E","247,364 E",232447
12998,Florida (Metropolitan Portion),1600,      Health care and social assistance,1261675,"1,296,850 E","1,319,361 E","1,358,521 E",1342012
12998,Florida (Metropolitan Portion),1700,"      Arts, entertainment, and recreation","339,399 E",353314,"363,473 E","371,496 E","294,306 E"
12998,Florida (Metropolitan Portion),1800,      Accommodation and food services,"986,409 E","1,017,684 E","1,033,199 E","1,072,224 E","869,726 E"
12998,Florida (Metropolitan Portion),1900,      Other services (except government and government enterprises),771025,777637,828514,837779,767000
12998,Florida (Metropolitan Portion),2000,    Government and government enterprises,1134235,1149234,1149611,1162934,1147701
12998,Florida (Metropolitan Portion),2001,      Federal civilian,133754,135414,136138,139410,146097
12998,Florida (Metropolitan Portion),2002,      Military,97745,100172,93971,94697,96831
12998,Florida (Metropolitan Portion),2010,      State and local,902736,913648,919502,928827,904773
12998,Florida (Metropolitan Portion),2011,        State government,237427,241431,240633,242358,235085
12998,Florida (Metropolitan Portion),2012,        Local government,665309,672217,678869,686469,669688
12999,Florida (Nonmetropolitan Portion) *,,Employment by place of work,,,,,
12999,Florida (Nonmetropolitan Portion) *,10,Total employment (number of jobs),289564,293824,297255,300700,290026
12999,Florida (Nonmetropolitan Portion) *,,By type,,,,,
12999,Florida (Nonmetropolitan Portion) *,20,  Wage and salary employment,217436,218093,217543,221163,214074
12999,Florida (Nonmetropolitan Portion) *,40,  Proprietors employment,72128,75731,79712,79537,75952
12999,Florida (Nonmetropolitan Portion) *,50,    Farm proprietors employment,9471,9427,9411,9393,9406
12999,Florida (Nonmetropolitan Portion) *,60,    Nonfarm proprietors employment 2/,62657,66304,70301,70144,66546
12999,Florida (Nonmetropolitan Portion) *,,By industry,,,,,
12999,Florida (Nonmetropolitan Portion) *,70,  Farm employment,15303,15407,14816,14618,14882
12999,Florida (Nonmetropolitan Portion) *,80,  Nonfarm employment,274261,278417,282439,286082,275144
12999,Florida (Nonmetropolitan Portion) *,90,    Private nonfarm employment,222926,227189,231506,235115,225269
12999,Florida (Nonmetropolitan Portion) *,100,"      Forestry, fishing, and related activities",14499,14594,14874,14921,14348
12999,Florida (Nonmetropolitan Portion) *,200,"      Mining, quarrying, and oil and gas extraction",1615,1387,1141,897,870
12999,Florida (Nonmetropolitan Portion) *,300,      Utilities,1601,1525,1541,1509,1479
12999,Florida (Nonmetropolitan Portion) *,400,      Construction,15844,17477,18191,19165,"19,038 E"
12999,Florida (Nonmetropolitan Portion) *,500,      Manufacturing,14005,14161,14369,14129,13702
12999,Florida (Nonmetropolitan Portion) *,600,      Wholesale trade,(D),(D),(D),(D),(D)
12999,Florida (Nonmetropolitan Portion) *,700,      Retail trade,31866,32312,32784,32442,31528
12999,Florida (Nonmetropolitan Portion) *,800,      Transportation and warehousing,(D),(D),(D),(D),(D)
12999,Florida (Nonmetropolitan Portion) *,900,      Information,(D),1956,1929,"1,744 E","1,648 E"
12999,Florida (Nonmetropolitan Portion) *,1000,      Finance and insurance,7792,7770,8456,8181,8140
12999,Florida (Nonmetropolitan Portion) *,1100,      Real estate and rental and leasing,11051,"11,733 E",12362,11872,11701
12999,Florida (Nonmetropolitan Portion) *,1200,"      Professional, scientific, and technical services",9187,9434,9804,(D),10338
12999,Florida (Nonmetropolitan Portion) *,1300,      Management of companies and enterprises,(D),965,854,880,933
12999,Florida (Nonmetropolitan Portion) *,1400,      Administrative and support and waste management and remediation services,(D),(D),17580,18257,(D)
12999,Florida (Nonmetropolitan Portion) *,1500,      Educational services,(D),(D),(D),(D),2332
12999,Florida (Nonmetropolitan Portion) *,1600,      Health care and social assistance,26248,(D),(D),(D),25847
12999,Florida (Nonmetropolitan Portion) *,1700,"      Arts, entertainment, and recreation","4,276 E",4655,"4,370 E","4,413 E",(D)
12999,Florida (Nonmetropolitan Portion) *,1800,      Accommodation and food services,"28,744 E","29,022 E","28,381 E","30,119 E","25,808 E"
12999,Florida (Nonmetropolitan Portion) *,1900,      Other services (except government and government enterprises),17561,17671,18770,18944,17491
12999,Florida (Nonmetropolitan Portion) *,2000,    Government and government enterprises,51335,51228,50933,50967,49875
12999,Florida (Nonmetropolitan Portion) *,2001,      Federal civilian,3848,3796,3705,3713,3921
12999,Florida (Nonmetropolitan Portion) *,2002,      Military,2721,2837,2921,3058,2721
12999,Florida (Nonmetropolitan Portion) *,2010,      State and local,44766,44595,44307,44196,43233
12999,Florida (Nonmetropolitan Portion) *,2011,        State government,17609,17398,17263,16938,16282
12999,Florida (Nonmetropolitan Portion) *,2012,        Local government,27157,27197,27044,27258,26951
13998,Georgia (Metropolitan Portion),,Employment by place of work,,,,,
13998,Georgia (Metropolitan Portion),10,Total employment (number of jobs),5160751,5302217,5453145,5553970,5289584
13998,Georgia (Metropolitan Portion),,By type,,,,,
13998,Georgia (Metropolitan Portion),20,  Wage and salary employment,3938559,4022186,4101355,4185011,3994534
13998,Georgia (Metropolitan Portion),40,  Proprietors employment,1222192,1280031,1351790,1368959,1295050
13998,Georgia (Metropolitan Portion),50,    Farm proprietors employment,15163,14977,14683,14648,14601
13998,Georgia (Metropolitan Portion),60,    Nonfarm proprietors employment 2/,1207029,1265054,1337107,1354311,1280449
13998,Georgia (Metropolitan Portion),,By industry,,,,,
13998,Georgia (Metropolitan Portion),70,  Farm employment,22177,24024,20710,21515,22327
13998,Georgia (Metropolitan Portion),80,  Nonfarm employment,5138574,5278193,5432435,5532455,5267257
13998,Georgia (Metropolitan Portion),90,    Private nonfarm employment,4502386,4635232,4785287,4879594,4619869
13998,Georgia (Metropolitan Portion),100,"      Forestry, fishing, and related activities",10387,10292,10490,10107,9931
13998,Georgia (Metropolitan Portion),200,"      Mining, quarrying, and oil and gas extraction",(D),6218,5272,4892,(D)
13998,Georgia (Metropolitan Portion),300,      Utilities,17205,16152,15759,16051,16403
13998,Georgia (Metropolitan Portion),400,      Construction,268338,277416,297670,304276,298574
13998,Georgia (Metropolitan Portion),500,      Manufacturing,311218,317430,326800,323980,307316
13998,Georgia (Metropolitan Portion),600,      Wholesale trade,213277,214871,209851,211930,201972
13998,Georgia (Metropolitan Portion),700,      Retail trade,508575,518202,"518,701 E","517,101 E",493993
13998,Georgia (Metropolitan Portion),800,      Transportation and warehousing,248871,271090,293426,311535,302100
13998,Georgia (Metropolitan Portion),900,      Information,127327,133451,131338,132571,124556
13998,Georgia (Metropolitan Portion),1000,      Finance and insurance,"258,625 E",263180,275553,271709,275536
13998,Georgia (Metropolitan Portion),1100,      Real estate and rental and leasing,231102,243421,255602,250775,244340
13998,Georgia (Metropolitan Portion),1200,"      Professional, scientific, and technical services",377770,396566,409492,415479,412020
13998,Georgia (Metropolitan Portion),1300,      Management of companies and enterprises,72842,70987,78369,95409,92799
13998,Georgia (Metropolitan Portion),1400,      Administrative and support and waste management and remediation services,424164,437305,450579,464375,436480
13998,Georgia (Metropolitan Portion),1500,      Educational services,113576,116350,117212,123295,115843
13998,Georgia (Metropolitan Portion),1600,      Health care and social assistance,486539,495396,510029,527581,512854
13998,Georgia (Metropolitan Portion),1700,"      Arts, entertainment, and recreation","102,424 E",110172,115906,"115,434 E","91,735 E"
13998,Georgia (Metropolitan Portion),1800,      Accommodation and food services,398656,412322,420860,431525,358328
13998,Georgia (Metropolitan Portion),1900,      Other services (except government and government enterprises),322599,324411,"341,082 E","348,111 E","318,068 E"
13998,Georgia (Metropolitan Portion),2000,    Government and government enterprises,636188,642961,647148,652861,647388
13998,Georgia (Metropolitan Portion),2001,      Federal civilian,92250,92693,92832,94576,98482
13998,Georgia (Metropolitan Portion),2002,      Military,82147,83925,83705,86131,87386
13998,Georgia (Metropolitan Portion),2010,      State and local,461791,466343,470611,472154,461520
13998,Georgia (Metropolitan Portion),2011,        State government,"141,276 E","143,097 E",144786,"144,213 E",140973
13998,Georgia (Metropolitan Portion),2012,        Local government,"320,041 E","320,590 E",325825,"325,268 E",320547
13999,Georgia (Nonmetropolitan Portion) *,,Employment by place of work,,,,,
13999,Georgia (Nonmetropolitan Portion) *,10,Total employment (number of jobs),812991,825545,833867,843892,815143
13999,Georgia (Nonmetropolitan Portion) *,,By type,,,,,
13999,Georgia (Nonmetropolitan Portion) *,20,  Wage and salary employment,615516,623676,623355,633375,614893
13999,Georgia (Nonmetropolitan Portion) *,40,  Proprietors employment,197475,201869,210512,210517,200250
13999,Georgia (Nonmetropolitan Portion) *,50,    Farm proprietors employment,21023,20791,20387,20339,20279
13999,Georgia (Nonmetropolitan Portion) *,60,    Nonfarm proprietors employment 2/,176452,181078,190125,190178,179971
13999,Georgia (Nonmetropolitan Portion) *,,By industry,,,,,
13999,Georgia (Nonmetropolitan Portion) *,70,  Farm employment,33174,36463,30835,32232,33663
13999,Georgia (Nonmetropolitan Portion) *,80,  Nonfarm employment,779817,789082,803032,811660,781480
13999,Georgia (Nonmetropolitan Portion) *,90,    Private nonfarm employment,643980,653821,669136,677785,651082
13999,Georgia (Nonmetropolitan Portion) *,100,"      Forestry, fishing, and related activities",15282,15059,15407,15116,14865
13999,Georgia (Nonmetropolitan Portion) *,200,"      Mining, quarrying, and oil and gas extraction",(D),3592,3399,3352,(D)
13999,Georgia (Nonmetropolitan Portion) *,300,      Utilities,5005,4606,4537,4643,4620
13999,Georgia (Nonmetropolitan Portion) *,400,      Construction,44495,43891,45662,48009,47118
13999,Georgia (Nonmetropolitan Portion) *,500,      Manufacturing,101154,104388,106329,106542,99965
13999,Georgia (Nonmetropolitan Portion) *,600,      Wholesale trade,24380,24367,25163,25106,24815
13999,Georgia (Nonmetropolitan Portion) *,700,      Retail trade,87609,89049,"87,795 E","88,451 E",88686
13999,Georgia (Nonmetropolitan Portion) *,800,      Transportation and warehousing,31248,32342,33971,35521,34695
13999,Georgia (Nonmetropolitan Portion) *,900,      Information,5702,5777,5886,5358,4937
13999,Georgia (Nonmetropolitan Portion) *,1000,      Finance and insurance,"24,529 E",26791,27971,27341,26832
