id,GeoName,Description,2016,2017,2018,2019,2020
18,Indiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,32307,32570,33155,33874,30343
19,Indiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,14165,14572,14763,14529,13855
20,Indiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Health care and social assistance,66281,66035,66772,66685,64326
22,Indiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,47321,47016,47386,47860,42364
23,Indiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),45231,44380,45648,45028,42419
24,Indiana (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,9169,9271,9319,9609,10131
25,Indiana (Nonmetropolitan Portion) *,Government and government enterprises Military,4530,4518,4324,4318,4271
26,Indiana (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,10688,10699,10914,11012,10825
27,Indiana (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,67224,67097,66983,65904,63681
1,Iowa (Metropolitan Portion),Wage and salary employment,1055248,1059815,1067599,1074663,1020997
2,Iowa (Metropolitan Portion),Proprietors employment Farm proprietors employment,17751,17572,17556,17411,17341
3,Iowa (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,213005,215609,221008,214336,210330
4,Iowa (Metropolitan Portion),Farm employment,22213,21533,21603,21965,22080
5,Iowa (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",4550,4820,4905,4519,4404
6,Iowa (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",2061,1564,1340,1270,1223
7,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,3864,3626,3625,3528,3505
8,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,75744,73200,74574,75241,73658
9,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,103401,104813,108412,110078,105083
10,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,41399,44662,45156,45602,42592
11,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,142165,142497,140140,137205,131583
12,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,46904,48574,50735,53567,52768
13,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,19261,18966,19242,18432,16958
14,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,101377,103094,104121,102433,104049
15,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,48206,50061,51248,49248,48099
16,Iowa (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",59838,61323,63125,61536,61872
17,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,15725,15954,16612,17318,17802
18,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,63588,62644,62987,62105,57500
19,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,33611,32684,30828,31182,29116
20,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,140606,141848,142458,143404,138780
21,Iowa (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",25691,26391,27109,27327,21329
22,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,91248,93111,93338,94021,77409
23,Iowa (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),65243,64376,66273,66801,62196
24,Iowa (Metropolitan Portion),Government and government enterprises Federal civilian,13208,13271,13209,13202,13506
25,Iowa (Metropolitan Portion),Government and government enterprises Military,7530,7300,7036,7127,7041
26,Iowa (Metropolitan Portion),Government and government enterprises State and local State government,60849,61639,61415,62135,61432
27,Iowa (Metropolitan Portion),Government and government enterprises State and local Local government,92964,94459,94879,95908,90857
1,Iowa (Nonmetropolitan Portion) *,Wage and salary employment,578230,570826,570929,571906,548150
2,Iowa (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,53080,52540,52489,52066,51848
3,Iowa (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,149363,145875,146620,141187,138451
4,Iowa (Nonmetropolitan Portion) *,Farm employment,67304,65174,65400,66593,66970
5,Iowa (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",11088,11257,11650,11414,11176
6,Iowa (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",2845,2746,2470,2295,2113
7,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,3243,3138,3117,3058,2930
8,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,45988,42546,42123,41940,41248
9,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,117836,118485,121334,122821,118065
11,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,82507,81570,79592,76769,74848
12,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,30900,30700,31079,31835,30882
13,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,7806,7682,7361,7098,6353
14,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,29236,29382,30095,28285,29333
15,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,21162,21488,21832,20623,20931
19,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,15718,15262,14613,14410,13377
20,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Health care and social assistance,78403,77237,76363,75401,72712
22,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,40060,39402,36784,38416,33526
23,Iowa (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),41828,39770,40559,40033,37576
24,Iowa (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,4548,4504,4424,4440,4649
25,Iowa (Nonmetropolitan Portion) *,Government and government enterprises Military,4790,4593,4379,4375,4271
26,Iowa (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,6660,6401,6324,6517,6557
27,Iowa (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,78551,79119,79125,79759,76260
1,Kansas (Metropolitan Portion),Wage and salary employment,1059253,1065338,1077588,1091152,1039213
2,Kansas (Metropolitan Portion),Proprietors employment Farm proprietors employment,13472,13315,13388,13303,13246
3,Kansas (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,250847,251189,255053,246253,242117
4,Kansas (Metropolitan Portion),Farm employment,15301,14940,15164,15133,15243
5,Kansas (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",2148,2323,2326,2213,2181
6,Kansas (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",17974,14241,11322,10169,9384
7,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,3701,2975,2922,2870,2683
8,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,66388,66467,67455,69157,68101
9,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,101927,101643,103597,105726,99570
10,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,45871,46133,45829,44604,42711
11,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,130641,129918,119273,123813,119214
12,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,46705,51225,56643,61445,61562
13,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,19191,18503,17874,17119,16059
14,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,79388,78602,79831,77949,79120
15,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,54327,55750,57892,54816,54154
16,Kansas (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",90987,92369,93647,92716,91877
17,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,24156,24341,25099,26846,22026
18,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,84805,83334,83228,82219,77286
19,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,21796,22107,22111,23002,21341
20,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,137994,144758,147344,151007,150545
21,Kansas (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",25344,26020,26339,26001,21459
22,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,85635,86861,87512,88978,75981
23,Kansas (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),66596,67638,69484,69859,64999
24,Kansas (Metropolitan Portion),Government and government enterprises Federal civilian,21183,21253,21435,21669,22176
25,Kansas (Metropolitan Portion),Government and government enterprises Military,29613,29565,29377,29845,29680
26,Kansas (Metropolitan Portion),Government and government enterprises State and local State government,41238,43758,45238,46607,45141
27,Kansas (Metropolitan Portion),Government and government enterprises State and local Local government,100982,101630,102556,103669,99109
1,Kansas (Nonmetropolitan Portion) *,Wage and salary employment,421646,418878,420594,421100,406186
2,Kansas (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,37311,36942,37166,36911,36762
3,Kansas (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,133623,128517,122453,116485,113723
4,Kansas (Nonmetropolitan Portion) *,Farm employment,48539,46936,48069,48167,49038
5,Kansas (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Forestry, fishing, and related activities",8235,8370,8777,8555,8348
6,Kansas (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",30581,26469,20699,18932,16888
7,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,3432,3863,3717,3622,3890
8,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,27151,25579,25530,25701,26085
9,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,65796,66795,68181,67879,65658
10,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,18972,18881,18916,18720,18133
11,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,57864,56715,54915,53427,52563
12,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,19000,19416,18665,19764,18981
13,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,5807,5501,5291,4959,4751
19,Kansas (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,6200,6352,6449,6584,6167
24,Kansas (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,3899,3869,3807,3862,4026
25,Kansas (Nonmetropolitan Portion) *,Government and government enterprises Military,3624,3530,3395,3339,3224
26,Kansas (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,12954,13891,13834,14064,13822
27,Kansas (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,78043,78252,78463,78962,75405
1,Kentucky (Metropolitan Portion),Wage and salary employment,1364981,1380368,1392497,1401656,1331007
2,Kentucky (Metropolitan Portion),Proprietors employment Farm proprietors employment,22301,22133,21886,21798,21699
3,Kentucky (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,274734,282328,292796,287786,278214
4,Kentucky (Metropolitan Portion),Farm employment,28978,29785,29402,29156,29056
7,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,3435,3374,3376,3392,3422
8,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,80774,81821,82665,83872,81121
9,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,162680,164826,165251,165938,156133
10,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,61035,61973,61402,61793,59091
11,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,161636,164378,162935,159475,151646
12,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,91859,96611,105231,112674,115010
13,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,19626,20015,19863,19137,18019
14,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,84132,84164,85317,83014,84045
15,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,65567,67430,69125,67351,65543
16,Kentucky (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",86877,87787,91388,90605,90932
17,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,22095,21000,21520,21144,21442
18,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,113317,114676,115148,114646,107178
19,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,28578,28300,27338,28118,25603
20,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,172156,175576,178489,181690,177103
21,Kentucky (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",31567,33079,34091,34521,27261
22,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,126367,128347,129325,131656,106584
23,Kentucky (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),82353,81307,85370,84776,78716
24,Kentucky (Metropolitan Portion),Government and government enterprises Federal civilian,28415,28425,27317,26857,27107
25,Kentucky (Metropolitan Portion),Government and government enterprises Military,39301,39894,40032,40481,41582
26,Kentucky (Metropolitan Portion),Government and government enterprises State and local State government,60986,60384,62152,60939,60358
27,Kentucky (Metropolitan Portion),Government and government enterprises State and local Local government,96843,98362,99494,99248,93619
1,Kentucky (Nonmetropolitan Portion) *,Wage and salary employment,632005,630955,633206,637095,603413
2,Kentucky (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,46824,46445,45927,45743,45531
3,Kentucky (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,157813,157920,159438,155682,150346
4,Kentucky (Nonmetropolitan Portion) *,Farm employment,53846,54494,53828,53484,53272
7,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Utilities,3771,3758,3724,3677,3665
8,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,46833,46257,46680,48260,46554
9,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,93429,93936,94342,94666,87252
10,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,20129,19609,19509,19658,19021
11,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,98333,97938,96777,94048,92653
12,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,28833,29208,28409,28598,28255
13,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,8258,8189,7710,7678,7180
14,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,24214,23867,24900,23690,23421
15,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,22230,22675,23606,22713,22344
16,Kentucky (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",26543,26285,26218,26300,26045
17,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,2432,2610,2377,2212,2149
18,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,40144,40050,41232,42080,38991
19,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,12027,12076,12249,13255,12414
20,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Health care and social assistance,93762,94834,97182,99177,96022
21,Kentucky (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",8679,8741,8991,8929,7318
22,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,55423,56578,56383,57764,51019
23,Kentucky (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),49132,45710,49734,49363,46537
24,Kentucky (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,8321,8228,8108,8054,8402
25,Kentucky (Nonmetropolitan Portion) *,Government and government enterprises Military,5654,5501,5387,5212,5298
26,Kentucky (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,37957,36891,37226,36134,35164
27,Kentucky (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,75360,75713,75443,75903,71545
1,Louisiana (Metropolitan Portion),Wage and salary employment,1807498,1807434,1822767,1826484,1684174
2,Louisiana (Metropolitan Portion),Proprietors employment Farm proprietors employment,11938,11843,11853,11851,11845
3,Louisiana (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,546100,552637,568265,558953,530974
4,Louisiana (Metropolitan Portion),Farm employment,16415,17151,16876,15847,15933
6,Louisiana (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",61069,53039,47489,45390,38866
8,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,180819,189134,196058,185597,163405
9,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Manufacturing,123958,123271,124617,126783,120382
10,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,71108,70444,70694,69881,66297
11,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,245711,243180,240792,235328,223333
12,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,94753,96167,102882,109465,102631
13,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,27912,27829,26833,26534,22961
14,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,96726,95327,99495,94701,93997
15,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,108013,110552,113609,107151,104094
16,Louisiana (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",128201,132004,135029,135598,131596
17,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,27773,26250,26091,25787,24257
18,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,139227,140764,142942,149916,139340
19,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,52418,51722,52911,55692,51365
20,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,271544,268596,277238,282238,275250
21,Louisiana (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",50509,51116,51491,51771,39822
22,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,203100,206521,210503,211431,169444
23,Louisiana (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),146489,143288,143563,150463,132772
24,Louisiana (Metropolitan Portion),Government and government enterprises Federal civilian,26316,26680,26851,27250,28141
25,Louisiana (Metropolitan Portion),Government and government enterprises Military,25939,25214,24458,24209,22351
26,Louisiana (Metropolitan Portion),Government and government enterprises State and local State government,70059,69232,71151,73282,72225
27,Louisiana (Metropolitan Portion),Government and government enterprises State and local Local government,168158,168703,169314,169430,160459
1,Louisiana (Nonmetropolitan Portion) *,Wage and salary employment,241841,239694,240209,240080,228743
2,Louisiana (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,11772,11665,11674,11677,11667
3,Louisiana (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,72233,72056,72641,70974,67405
4,Louisiana (Nonmetropolitan Portion) *,Farm employment,15184,15712,15506,14729,14792
6,Louisiana (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Mining, quarrying, and oil and gas extraction",9506,8483,7673,6877,6262
8,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,15869,16392,16913,16466,15793
9,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,20680,19527,20337,21111,19577
10,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,6178,5888,6033,5912,5627
11,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,35276,34715,34375,33886,33621
12,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Transportation and warehousing,9811,9405,9040,9648,9522
14,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,11836,10833,11825,11416,11367
15,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,9625,9781,10295,9801,9267
17,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,2265,2143,2401,2292,2092
21,Louisiana (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",3109,3080,3146,3079,2573
22,Louisiana (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,18458,18658,18900,18966,16912
24,Louisiana (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,4491,4377,4346,4436,4600
25,Louisiana (Nonmetropolitan Portion) *,Government and government enterprises Military,10914,10997,10989,11037,10710
26,Louisiana (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,8101,7974,8291,8535,8500
27,Louisiana (Nonmetropolitan Portion) *,Government and government enterprises State and local Local government,42884,42409,41839,41108,38811
1,Maine (Metropolitan Portion),Wage and salary employment,410443,415420,421294,427641,401835
2,Maine (Metropolitan Portion),Proprietors employment Farm proprietors employment,2490,2449,2448,2449,2449
3,Maine (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,109378,111749,114500,109943,108596
4,Maine (Metropolitan Portion),Farm employment,3656,3550,3523,3529,3480
7,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Utilities,1051,976,942,967,970
8,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Construction,31271,32303,33424,33090,33462
10,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Wholesale trade,16210,15926,16011,15840,15218
11,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Retail trade,61164,61043,60366,59149,55732
12,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Transportation and warehousing,15075,15988,15938,16492,15782
13,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Information,6858,6664,6858,6514,6066
14,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Finance and insurance,25171,25231,26049,26151,26344
15,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Real estate and rental and leasing,23336,24102,24989,24103,23488
16,Maine (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",31763,32687,34548,34951,35163
17,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Management of companies and enterprises,8580,8804,9611,9609,9478
18,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,28449,28651,29148,29483,28810
19,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Educational services,14447,15134,15392,16015,14943
20,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Health care and social assistance,76298,77463,77547,79082,76779
21,Maine (Metropolitan Portion),"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",12417,12884,13487,13355,10527
22,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Accommodation and food services,40964,42454,43205,43479,32960
23,Maine (Metropolitan Portion),Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),24626,24608,25545,25056,23100
24,Maine (Metropolitan Portion),Government and government enterprises Federal civilian,10208,10413,10639,11171,11851
25,Maine (Metropolitan Portion),Government and government enterprises Military,5004,4546,3719,3272,3287
26,Maine (Metropolitan Portion),Government and government enterprises State and local State government,12641,12537,12869,12973,12550
27,Maine (Metropolitan Portion),Government and government enterprises State and local Local government,33789,33951,34240,33032,31495
1,Maine (Nonmetropolitan Portion) *,Wage and salary employment,222070,222644,223255,224193,210649
2,Maine (Nonmetropolitan Portion) *,Proprietors employment Farm proprietors employment,4600,4509,4512,4511,4507
3,Maine (Nonmetropolitan Portion) *,Proprietors employmentNonfarm proprietors employment 2/,77746,77584,77981,74052,73745
4,Maine (Nonmetropolitan Portion) *,Farm employment,7309,7061,7004,7020,6905
8,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Construction,22460,22245,22449,22177,22504
9,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Manufacturing,20596,20131,20269,20027,18662
10,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Wholesale trade,6176,6108,6008,6068,5902
11,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Retail trade,38610,38713,38457,37795,36526
13,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Information,3212,3158,3047,2816,2562
14,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Finance and insurance,7774,7810,7856,7666,7600
15,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Real estate and rental and leasing,10057,10444,10851,10401,10146
16,Maine (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Professional, scientific, and technical services",12945,12990,13318,13078,12963
17,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Management of companies and enterprises,2222,2325,2184,3256,3108
18,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Administrative and support and waste management and remediation services,14137,14447,14671,13161,12460
19,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Educational services,6572,6803,6841,7455,7153
20,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Health care and social assistance,39927,40275,40128,40129,39215
21,Maine (Nonmetropolitan Portion) *,"Nonfarm employment Private nonfarm employment Arts, entertainment, and recreation",8318,8395,8516,8195,6815
22,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Accommodation and food services,21224,21758,21844,22055,17104
23,Maine (Nonmetropolitan Portion) *,Nonfarm employment Private nonfarm employment Other services (except government and government enterprises),16789,16437,17020,16595,15771
24,Maine (Nonmetropolitan Portion) *,Government and government enterprises Federal civilian,4821,4838,4857,4916,5113
25,Maine (Nonmetropolitan Portion) *,Government and government enterprises Military,2009,2053,2014,1962,1926
26,Maine (Nonmetropolitan Portion) *,Government and government enterprises State and local State government,13946,13824,13462,12680,12799
1,Maryland (Metropolitan Portion),Wage and salary employment,2742585,2768585,2794432,2814499,2628978
2,Maryland (Metropolitan Portion),Proprietors employment Farm proprietors employment,8924,8862,8843,8844,8838
3,Maryland (Metropolitan Portion),Proprietors employmentNonfarm proprietors employment 2/,818150,828991,857478,830259,814086
